"Titulo"|"Valor"|"Id"|"Fecha"|"Propiedad"|"Subconcepto"|"Concepto"|"General"
"House Use                                      "|2|6|"2023-02-03"|"Sites BAQ"|"House Use                                      "|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|1|8|"2023-02-03"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|22|11|"2023-02-03"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"01 011 Reservas de clientes que visitan la ciu "|1|3|"2023-02-04"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"02 021 Reservas de clientes que visitan la ciu "|3|3|"2023-02-04"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"02 024 Se refiere a reservas que vienen a la c "|9|3|"2023-02-04"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"House Use                                      "|2|6|"2023-02-04"|"Sites BAQ"|"House Use                                      "|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|1|8|"2023-02-04"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|23|11|"2023-02-04"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"01 016 Reservas de clientes que vienen a la ci "|1|3|"2023-02-05"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"02 024 Se refiere a reservas que vienen a la c "|7|3|"2023-02-05"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"House Use                                      "|2|6|"2023-02-05"|"Sites BAQ"|"House Use                                      "|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|1|8|"2023-02-05"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|28|11|"2023-02-05"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"01 016 Reservas de clientes que vienen a la ci "|3|3|"2023-02-06"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"02 021 Reservas de clientes que visitan la ciu "|3|3|"2023-02-06"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"02 024 Se refiere a reservas que vienen a la c "|8|3|"2023-02-06"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"House Use                                      "|2|6|"2023-02-06"|"Sites BAQ"|"House Use                                      "|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|1|8|"2023-02-06"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|22|11|"2023-02-06"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"01 011 Reservas de clientes que visitan la ciu "|3|3|"2023-02-07"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"01 012 Reservas de clientes que representan em "|1|3|"2023-02-07"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"01 016 Reservas de clientes que vienen a la ci "|1|3|"2023-02-07"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"02 021 Reservas de clientes que visitan la ciu "|1|3|"2023-02-07"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"02 024 Se refiere a reservas que vienen a la c "|7|3|"2023-02-07"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"House Use                                      "|2|6|"2023-02-07"|"Sites BAQ"|"House Use                                      "|"Habitaciones habilitadas"|"Habitaciones totales"
"Complimentary                                  "|1|7|"2023-02-07"|"Sites BAQ"|"Complimentary                                  "|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|1|8|"2023-02-07"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|22|11|"2023-02-07"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"01 011 Reservas de clientes que visitan la ciu "|3|3|"2023-02-08"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"01 012 Reservas de clientes que representan em "|1|3|"2023-02-08"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"02 021 Reservas de clientes que visitan la ciu "|3|3|"2023-02-08"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"02 024 Se refiere a reservas que vienen a la c "|8|3|"2023-02-08"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"House Use                                      "|2|6|"2023-02-08"|"Sites BAQ"|"House Use                                      "|"Habitaciones habilitadas"|"Habitaciones totales"
"Complimentary                                  "|1|7|"2023-02-08"|"Sites BAQ"|"Complimentary                                  "|"Habitaciones habilitadas"|"Habitaciones totales"
"Desocupadas                                    "|21|11|"2023-02-08"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"01 011 Reservas de clientes que visitan la ciu "|2|3|"2023-02-09"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"01 012 Reservas de clientes que representan em "|9|3|"2023-02-09"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"02 021 Reservas de clientes que visitan la ciu "|3|3|"2023-02-09"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"02 024 Se refiere a reservas que vienen a la c "|6|3|"2023-02-09"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"03 032 Reservas de clientes que vienen por neg "|2|3|"2023-02-09"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"House Use                                      "|2|6|"2023-02-09"|"Sites BAQ"|"House Use                                      "|"Habitaciones habilitadas"|"Habitaciones totales"
"Complimentary                                  "|1|7|"2023-02-09"|"Sites BAQ"|"Complimentary                                  "|"Habitaciones habilitadas"|"Habitaciones totales"
"Desocupadas                                    "|14|11|"2023-02-09"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"01 011 Reservas de clientes que visitan la ciu "|2|3|"2023-02-10"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"01 012 Reservas de clientes que representan em "|9|3|"2023-02-10"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"02 021 Reservas de clientes que visitan la ciu "|4|3|"2023-02-10"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"02 024 Se refiere a reservas que vienen a la c "|10|3|"2023-02-10"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"03 032 Reservas de clientes que vienen por neg "|2|3|"2023-02-10"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"House Use                                      "|2|6|"2023-02-10"|"Sites BAQ"|"House Use                                      "|"Habitaciones habilitadas"|"Habitaciones totales"
"Complimentary                                  "|1|7|"2023-02-10"|"Sites BAQ"|"Complimentary                                  "|"Habitaciones habilitadas"|"Habitaciones totales"
"Desocupadas                                    "|9|11|"2023-02-10"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"01 011 Reservas de clientes que visitan la ciu "|2|3|"2023-02-11"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"01 012 Reservas de clientes que representan em "|9|3|"2023-02-11"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"02 021 Reservas de clientes que visitan la ciu "|3|3|"2023-02-11"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"02 024 Se refiere a reservas que vienen a la c "|9|3|"2023-02-11"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"03 032 Reservas de clientes que vienen por neg "|2|3|"2023-02-11"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"House Use                                      "|2|6|"2023-02-11"|"Sites BAQ"|"House Use                                      "|"Habitaciones habilitadas"|"Habitaciones totales"
"Complimentary                                  "|1|7|"2023-02-11"|"Sites BAQ"|"Complimentary                                  "|"Habitaciones habilitadas"|"Habitaciones totales"
"Desocupadas                                    "|11|11|"2023-02-11"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"02 021 Reservas de clientes que visitan la ciu "|1|3|"2023-02-12"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"02 024 Se refiere a reservas que vienen a la c "|4|3|"2023-02-12"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"House Use                                      "|2|6|"2023-02-12"|"Sites BAQ"|"House Use                                      "|"Habitaciones habilitadas"|"Habitaciones totales"
"Complimentary                                  "|1|7|"2023-02-12"|"Sites BAQ"|"Complimentary                                  "|"Habitaciones habilitadas"|"Habitaciones totales"
"Desocupadas                                    "|31|11|"2023-02-12"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"01 011 Reservas de clientes que visitan la ciu "|1|3|"2023-02-13"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"01 012 Reservas de clientes que representan em "|2|3|"2023-02-13"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"02 024 Se refiere a reservas que vienen a la c "|6|3|"2023-02-13"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"House Use                                      "|2|6|"2023-02-13"|"Sites BAQ"|"House Use                                      "|"Habitaciones habilitadas"|"Habitaciones totales"
"Complimentary                                  "|1|7|"2023-02-13"|"Sites BAQ"|"Complimentary                                  "|"Habitaciones habilitadas"|"Habitaciones totales"
"Desocupadas                                    "|27|11|"2023-02-13"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"01 011 Reservas de clientes que visitan la ciu "|2|3|"2023-02-14"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"01 012 Reservas de clientes que representan em "|3|3|"2023-02-14"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"02 021 Reservas de clientes que visitan la ciu "|3|3|"2023-02-14"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"02 024 Se refiere a reservas que vienen a la c "|4|3|"2023-02-14"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"House Use                                      "|2|6|"2023-02-14"|"Sites BAQ"|"House Use                                      "|"Habitaciones habilitadas"|"Habitaciones totales"
"Complimentary                                  "|1|7|"2023-02-14"|"Sites BAQ"|"Complimentary                                  "|"Habitaciones habilitadas"|"Habitaciones totales"
"Desocupadas                                    "|24|11|"2023-02-14"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"01 012 Reservas de clientes que representan em "|2|3|"2023-02-15"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"02 021 Reservas de clientes que visitan la ciu "|4|3|"2023-02-15"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"02 024 Se refiere a reservas que vienen a la c "|8|3|"2023-02-15"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"House Use                                      "|1|6|"2023-02-15"|"Sites BAQ"|"House Use                                      "|"Habitaciones habilitadas"|"Habitaciones totales"
"Desocupadas                                    "|24|11|"2023-02-15"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"01 011 Reservas de clientes que visitan la ciu "|2|3|"2023-02-16"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"01 012 Reservas de clientes que representan em "|1|3|"2023-02-16"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"02 021 Reservas de clientes que visitan la ciu "|2|3|"2023-02-16"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"02 022 Reservas de clientes que vienen por oci "|1|3|"2023-02-16"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"02 024 Se refiere a reservas que vienen a la c "|8|3|"2023-02-16"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"House Use                                      "|1|6|"2023-02-16"|"Sites BAQ"|"House Use                                      "|"Habitaciones habilitadas"|"Habitaciones totales"
"Bloqueadas Por Mantenimiento                   "|1|8|"2023-02-16"|"Sites BAQ"|"Habitaciones bloqueadas"|"Habitaciones bloqueadas"|"Habitaciones totales"
"Desocupadas                                    "|23|11|"2023-02-16"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"01 011 Reservas de clientes que visitan la ciu "|2|3|"2023-02-17"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"02 021 Reservas de clientes que visitan la ciu "|2|3|"2023-02-17"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"02 022 Reservas de clientes que vienen por oci "|1|3|"2023-02-17"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"02 024 Se refiere a reservas que vienen a la c "|30|3|"2023-02-17"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"House Use                                      "|1|6|"2023-02-17"|"Sites BAQ"|"House Use                                      "|"Habitaciones habilitadas"|"Habitaciones totales"
"Desocupadas                                    "|3|11|"2023-02-17"|"Sites BAQ"|"Desocupadas                                    "|"Habitaciones habilitadas"|"Habitaciones totales"
"01 011 Reservas de clientes que visitan la ciu "|2|3|"2023-02-18"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"02 021 Reservas de clientes que visitan la ciu "|3|3|"2023-02-18"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"02 022 Reservas de clientes que vienen por oci "|1|3|"2023-02-18"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
"02 024 Se refiere a reservas que vienen a la c "|31|3|"2023-02-18"|"Sites BAQ"|"Habitaciones ocupadas"|"Habitaciones habilitadas"|"Habitaciones totales"
